id,name,country_id,year_began,year_ended,notes,url
286,Western,225,1916,2001,In 1907 Edward Henry (E.H) and Al Wadewitz bought West Side Printing Co. of Racine Wisc. They incorporated the new company in 1910 as Western Printing & Lithographic Co.  In 1916 they acquired the assets of the failed publisher Hamming-Whitman Publishing Co. which they made a subsidiary of Western under the name Whitman Publishing Co.Under the Whitman publishing wing Western produced Big Little Books beginning in 1932 and Little Golden Books beginning in 1938.  Over these years Western began to acquire the licenses to produce publications featuring the stars of the Disney Warner Bros. M-G-M and Walter Lantz studios.Around 1936 Western began to work with Dell printing their established comics titles like The Funnies and Popular Comics at Western's Poughkeepsie New York printing plant. Not long after starting to produce comics of their own such as Super Comics and Crackajack Funnies Western also assumed complete production duties over these Dell titles in 1939. In 1944 Dell and Western formalized their partnership to produce a line of standard newsstand comic books with Dell generally providing the financing and distribution while Western produced the contents and printed the comics.  Many of these comics featured the characters licensed by Western.  Some of these licensed comics however were wholly produced and financed separately from Dell by K. K. Publications Inc.  When licensing agent Kay Kamen sold Western a licensing deal with Disney he arranged a special partnership agreement that resulted in the formation of this publisher.  These comics were produced and printed by Western and distributed by Dell but technically published by K. K. Publications.  Since K. K. Publications' titles Red Ryder and Walt Disney's Comics and Stories are commonly thought of as Dell comics due to the Dell logo on the covers after 1948 these comics can be found in this database under the Dell master publisher.  This arrangement between Western and Dell lasted until 1962.,NULL
293,Editoriale Corno,106,1964,NULL,NULL,NULL
294,Edwin Aprill,225,1964,NULL,NULL,NULL
295,Casa Editrice Dardo,106,1965,NULL,NULL,NULL
296,Classics/Williams,159,1956,1979,"Uitgeverij begon als Europese tak van het Amerikaanse Gilberton vooral bekend van Classics Illustrated. Al gauw werden meer series toegevoegd. In de loop der jaren wisselde de naam maar het component ""Classics"" werd pas losgelaten toen het bedrijf begin jaren zeventig veranderde in Williams.De meeste van de overgebleven titels van Williams werden overgenomen door Kontekst (uitgever van tijdschrift Weekend). Dit is echter een losstaand bedrijf en is dan ook apart vermeld.",NULL
297,Corriere della Sera,106,1965,NULL,NULL,NULL
298,Dial Press,225,1965,NULL,NULL,NULL
299,Kanrom,225,1961,NULL,NULL,NULL
302,Tower,225,1965,1969,NULL,NULL
303,Acclaim / Valiant,225,1990,2002,NULL,NULL
306,Edizioni Fratelli Spada,106,1966,NULL,NULL,NULL
307,King Features,225,1938,1979,"During 1966-67 King attempted to sell its own comics. They were distributed on newsstands in 1966.  In 1967 their comics were distributed in ""King Paks"" which contained 3 titles for 29 cents.  The King Paks contained either adventure titles (Phantom Mandrake and Flash Gordon) or humor titles (Blondie Popeye and Beetle Bailey).Prior to that King Features did publish the copyright books King Features Illustrated Weekly and King Features Weekly starting around 1938. These books originally took proof pages made from comic strips (and other feature and editorial non-comic material) intended for newspaper syndication made reduced copies of the pages bound them together under a title and sent them to the Library of Congress to secure copyright on the material. Occasionally these titles surface publicly indicating that they might be offered for sale of subscription periodically.",http://kingfeatures.com/
308,M.F. Enterprises,225,1966,NULL,NULL,NULL
310,Pyramid Books,225,1966,NULL,NULL,NULL
312,Lightning Comics [1960s],225,1967,NULL,NULL,NULL
313,M & H Publications,225,1967,NULL,NULL,NULL
317,Wham-O,225,1967,1967,Wham-O was founded in 1948 as a toy company. It was an independent company up to 1982 with multiple corporate ownerships since that time.  They have published only one comic book.,NULL
318,Apex Novelties,225,1968,1979,Founded by  Don Donahue.,NULL
320,Åhlén & Åkerlunds,189,1921,1969,Bonnierägt förlag. Skapade dotterbolagen Alga och Serieförlaget (blivande Semic Press AB).,NULL
321,Tiden,189,1926,1926,NULL,NULL
322,Chelsea House Publishers,225,1969,NULL,NULL,NULL
323,Editrice Sgt. Kirk,106,1969,NULL,NULL,NULL
324,Max Bunker Press,106,1969,NULL,NULL,NULL
325,Nostalgia Press,225,1969,NULL,NULL,NULL
326,Wallace Wood,225,1969,NULL,NULL,NULL
327,Yale Daily News,225,1969,NULL,NULL,NULL
328,4-H Television,225,1970,NULL,NULL,NULL
331,Price/Stern/Sloan Publishers Inc. [Sawyer Press],225,1967,1972,NULL,NULL
332,Skywald,225,1970,NULL,NULL,NULL
333,Bonanza,225,1971,NULL,NULL,NULL
336,Crown Publishers,225,1933,NULL,Begun as Outlet Publishing Company the Crown Publishing Group became a division of Random House in 1988.,NULL
338,Star*Reach,225,1971,NULL,NULL,NULL
339,Barbour Publishing Inc,225,1981,NULL,Begun as a remainder seller Barbour quickly began publishing its own works including new editions of Spire comics taking over from Fleming H. Revell.,NULL
340,Casa Editrice Universo,106,1972,NULL,NULL,NULL
341,Colgate-Palmolive Company,225,1972,NULL,NULL,NULL
342,Paperback Library,225,1961,1972,Bought by Warner Communications in 1970 and became Warner Paperback Library in 1972.,NULL
343,Dragon's Dream,159,1972,NULL,Located in Hendrik-Ido-Ambacht the Netherlands.,NULL
344,Editrice Cenisio,106,1972,NULL,NULL,NULL
345,Gebers,189,1972,NULL,NULL,NULL
346,Golden Gate Publishing Company,225,1972,NULL,NULL,NULL
349,Kitchen Sink Press,225,1969,1999,In late 1997 Kitchen Sink Press was purchased by Disappearing Inc a corporation owned by an investor group led by TV producer Fred Seibert an independent TV and film producer. The Kitchen Sink imprint and other assets were purchased from Kitchen Sink Entertainment Inc. the previous holding company in a foreclosure sale.  So in the later releases Kitchen Sink Press is called an imprint of Disappearing Inc.,NULL
351,Last Gasp,225,1970,NULL,Founded by Ron Turner.,http://lastgasp.com/
354,Edizioni San Paolo,106,1972,NULL,Noto anche col nome di Edizioni Paoline.,http://www.edizionisanpaolo.it/
356,Ennio Ciscato Editore,106,1973,NULL,NULL,NULL
357,Hemmets Journal,189,1973,1986,NULL,NULL
359,Aurora,225,1974,1974,NULL,NULL
360,CPL/GANG Publications,225,1973,1976,NULL,NULL
362,Dover Publications,225,1941,NULL,Dover Publications180 Varick StreetNew York NY 10014,http://store.doverpublications.com/
364,Scholastic Book Services,225,1964,1980,NULL,NULL
366,Big Apple Productions,225,1975,NULL,NULL,NULL
367,Bruce Hershenson,225,1975,NULL,NULL,NULL
368,Comely Comix,36,1975,2005,NULL,NULL
370,Marvel / DC,225,1975,NULL,NULL,NULL
371,Pinnacle Books,225,1975,NULL,NULL,NULL
372,Seaboard,225,1975,1975,Gaspar Saladino did all the logos at Atlas Alan Kupperberg in CBA #16,NULL
374,The Print Mint Inc,225,1966,1978,Founded by Don and Alice Schenker.,NULL
379,Williams Förlags AB,189,1965,1976,Vid en kontrovers om utgivingen av Illustrerade klassiker i Sverige ombildades förlaget Illustrerade klassiker till Williams Förlag AB. Namnet kom från Albert R. Kanters son. Kanter var den som startade Classics Illustrated i USA. 1969 köptes Centerförlaget upp. Williams blev i sin tur uppköpt av Semic Press AB 1975-1976.,NULL
380,Aardvark-Vanaheim,36,1977,NULL,NULL,NULL
381,Geis,106,NULL,NULL,NULL,NULL
382,Tempo Books,225,1962,1984,NULL,NULL
383,Harmony Books,225,1977,NULL,NULL,NULL
384,Heavy Metal,225,1977,NULL,NULL,NULL
386,Novedades,150,1980,1994,Novedades Editores S.A. publica los cómics de la editorial Marvel de 1980 a 1994con una periodicidad en un inicio semanal y posteriormente quincenal.,NULL
387,Tom Sciacca Publications,225,1977,NULL,NULL,NULL
388,William Kaufmann Inc,225,1977,NULL,NULL,NULL
389,Abbeville Press,225,1978,NULL,NULL,NULL
391,Baronet Publishing,225,1978,NULL,NULL,NULL
392,Celestial Arts,225,1978,NULL,NULL,NULL
393,Chariot Books,225,1978,NULL,NULL,NULL
394,Editrice Nord,106,1978,NULL,NULL,NULL
395,Independent Publishers Syndicate,225,1978,NULL,NULL,NULL
397,Milano Libri Edizioni,106,1963,1971,Acquistata dalla Rizzoli divenendone sua imprint nel 1971.,NULL
399,Skandinavisk Press,189,1978,NULL,NULL,NULL
401,WaRP Graphics,225,1978,NULL,WaRP stands for Wendy and Richard Pini.,NULL
402,Alvglans,189,1979,NULL,NULL,NULL
405,Eclipse,225,1979,1994,NULL,NULL
408,HM Communications Inc.,225,1979,NULL,NULL,NULL
409,Playmore Inc. Publishers,225,1979,1979,NULL,NULL
410,Poorhouse Press,225,1974,2004,Will Eisner's publishing house variously distributed by Harmony Books Eclipse and others.,NULL
412,Vintage Features,225,1979,NULL,NULL,NULL
413,Western Wind Productions,225,1979,NULL,NULL,NULL
415,Clay Geerdes,225,1973,1991,"Longtime writer photographer and publisher. His newsletter ""Comix World"" (later titled ""Comix Wave"") ran from 1973 until 1995. He began publishing mini-comix in 1978 and continued for well over a decade. All told his publishing output runs into the multiple hundreds of titles.Mailing Address:Box 7081Berkeley 94707",https://claygeerdesinfo.com/
418,Quality Comic Art Productions,36,1980,NULL,Toronto Ontario Canada-based publisher with office in Buffalo NY.,NULL
419,StingRay Comics,225,1980,NULL,NULL,NULL
420,The Walt Disney Company Italia,106,1980,NULL,NULL,NULL
422,Capital Comics,225,1981,NULL,NULL,NULL
423,The James Bond 007 Fan Club,225,1981,NULL,NULL,NULL
424,JC Comics,225,1981,NULL,NULL,NULL
427,Pacific Comics,225,1977,1984,NULL,NULL
428,Pertwillaby Paper Works,225,1981,NULL,NULL,NULL
430,Smithsonian Institution / Harry N Abrams,225,1981,NULL,NULL,NULL
432,Tor Books,225,1981,NULL,NULL,http://www.tor-forge.com/
433,3D Cosmic Publications,225,1982,1982,NULL,NULL
434,Atari,225,1982,NULL,NULL,NULL
436,Comic Art,106,1982,NULL,NULL,NULL
439,Dargaud International Publishing,225,1982,1987,US branch of French publisher it was located at 535 Fifth Avenue New York City. It moved to Greenwich Connecticut in 1984.,NULL
440,Edizioni L'Isola Trovata,106,1982,NULL,NULL,NULL
441,Educomics,225,1982,NULL,NULL,NULL
442,EPC,106,1982,NULL,NULL,NULL
443,ETC; Tiprod AB,189,1982,NULL,NULL,NULL
444,Eura Editoriale,106,1974,NULL,NULL,NULL
445,Fantagraphics,225,1972,NULL,The official start of the company is 1976. However there are various fanzines published by Gary Groth that used the Fantagraphics name before then.,http://www.fantagraphics.com/
447,Joshua Quagmire Enterprises,225,1982,NULL,NULL,NULL
449,Quality Communications,75,1982,1984,NULL,NULL
451,T.F.H. Publications,225,1982,NULL,NULL,NULL
452,Workman,225,1982,NULL,NULL,NULL
453,Zweitausendeins,54,1969,NULL,NULL,http://www.zweitausendeins.de/
454,AC,225,1969,NULL,Began as Paragon then became AC Comics. In 2008-9 AC Comics became a division of Nightveil Media as publisher Bill Black concentrated on developing retro style B movies featuring many of his characters. Editor Mark Heike became the main man in their comic book endeavors which includes Femforce one of the longest running independent titles and a variety of golden age reprint titles.Alternate URL www.accomics.net,http://www.accomics.com/
457,Another Rainbow,225,1983,NULL,NULL,NULL
458,Catalan Communications,225,1983,1991,NULL,NULL
459,Comico,225,1983,1997,NULL,NULL
462,Eagle Comics,75,1983,1986,Eagle Comics was set up by Nick Landau to re-package IPC Magazines Ltd material for the American and Canadian markets though the publisher's offices were located in the United Kingdom.  In 1986 Dez Skinn's Quality Periodicals briefly took over this role.  Then in 1987 when IPC sold its comics division to Fleetway the job of re-packaging this material was taken over by S.Q.P. Inc. first continuing under the Quality label then as Fleetway Quality.,NULL
